Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x3][0x39],9 [0x6][0xc],10 [0x6][0x10],11 [0x6][0x14],12 [0x6][0x18],13 [0x6][0x1c],14 [0x6][0x20],15 [0x6][0x24],16 [0x6][0x28],17 [0x6][0x2c],18 [0x5][0x34],19 [0x3][0x3a]
518,57,"나무꾼의 비명: 키마이라 토벌","인스턴스 레이드 '나무꾼의 비명'을 수행하여 '키마이라' 처치",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
519,57,"나무꾼의 비명: 보물 사냥꾼","'키마이라'를 처치하여 보물상자를 5개 출현시킴",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
520,57,"나무꾼의 비명: 굳은 단결력","파티원 전원이 함께 행동하며 미르미돈 원수를 처치하고 나무꾼의 비명 돌파",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
521,58,"라노시아의 여행자","라노시아에 있는 모든 에테라이트와 에테르 게이트(총 19개)에 도달",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
522,58,"검은장막 숲의 여행자","검은장막 숲에 있는 모든 에테라이트와 에테르 게이트(총 23개)에 도달",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
523,58,"다날란의 여행자","다날란에 있는 모든 에테라이트와 에테르 게이트(총 22개)에 도달",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
524,58,"커르다스의 여행자","커르다스에 있는 모든 에테라이트와 에테르 게이트(총 19개)에 도달",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
525,58,"모르도나의 여행자","모르도나에 있는 모든 에테라이트와 에테르 게이트(총 4개)에 도달",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
526,58,"여행신 오쉬온의 총애","업적 '라노시아의 여행자', '검은장막 숲의 여행자', '다날란의 여행자', '커르다스의 여행자', '모르도나의 여행자'를 모두 달성",10,105,0,62910,0,0,0,0,0,0,0,0,0,0,0,0,1
527,49,"정식 배속: 흑와단","흑와단에 정식으로 소속",5,0,0,62951,4,1,241,0,0,0,0,0,0,0,0,0,1
528,50,"정식 배속: 쌍사당","쌍사당에 정식으로 소속",5,0,0,62952,4,1,242,0,0,0,0,0,0,0,0,0,1
529,51,"정식 배속: 불멸대","불멸대에 정식으로 소속",5,0,0,62953,4,1,243,0,0,0,0,0,0,0,0,0,1
530,49,"흑와단의 군표: 1단계","흑와단에서 군표 10,000 획득",5,0,0,62951,3,1,138,10000,0,0,0,0,0,0,0,0,1
531,49,"흑와단의 군표: 2단계","흑와단에서 군표 50,000 획득",5,0,0,62951,3,1,138,50000,0,0,0,0,0,0,0,0,1
532,49,"흑와단의 군표: 3단계","흑와단에서 군표 100,000 획득",10,89,0,62951,3,1,138,100000,0,0,0,0,0,0,0,0,1
533,49,"붉은닻 훈장","흑와단에서 군표 500,000 획득",20,0,2222,62951,3,1,138,500000,0,0,0,0,0,0,0,0,1
534,50,"쌍사당의 군표: 1단계","쌍사당에서 군표 10,000 획득",5,0,0,62952,3,1,139,10000,0,0,0,0,0,0,0,0,1
535,50,"쌍사당의 군표: 2단계","쌍사당에서 군표 50,000 획득",5,0,0,62952,3,1,139,50000,0,0,0,0,0,0,0,0,1
536,50,"쌍사당의 군표: 3단계","쌍사당에서 군표 100,000 획득",10,90,0,62952,3,1,139,100000,0,0,0,0,0,0,0,0,1
537,50,"마호가니 훈장","쌍사당에서 군표 500,000 획득",20,0,2221,62952,3,1,139,500000,0,0,0,0,0,0,0,0,1
538,51,"불멸대의 군표: 1단계","불멸대에서 군표 10,000 획득",5,0,0,62953,3,1,140,10000,0,0,0,0,0,0,0,0,1
539,51,"불멸대의 군표: 2단계","불멸대에서 군표 50,000 획득",5,0,0,62953,3,1,140,50000,0,0,0,0,0,0,0,0,1
540,51,"불멸대의 군표: 3단계","불멸대에서 군표 100,000 획득",10,91,0,62953,3,1,140,100000,0,0,0,0,0,0,0,0,1
541,51,"미스릴천칭 훈장","불멸대에서 군표 500,000 획득",20,0,2223,62953,3,1,140,500000,0,0,0,0,0,0,0,0,1
542,49,"흑와단의 숙련된 병사: 1단계","흑와단의 총사령부 임무 총 10회 완료",5,0,0,62951,3,1,141,10,0,0,0,0,0,0,0,0,1
543,49,"흑와단의 숙련된 병사: 2단계","흑와단의 총사령부 임무 총 100회 완료",5,0,0,62951,3,1,141,100,0,0,0,0,0,0,0,0,1
544,49,"흑와단의 숙련된 병사: 3단계","흑와단의 총사령부 임무 총 200회 완료",10,92,0,62951,3,1,141,200,0,0,0,0,0,0,0,0,1
545,49,"푸른대포 훈장","흑와단의 총사령부 임무 총 500회 완료",20,0,6116,62951,3,1,141,500,0,0,0,0,0,0,0,0,1
546,50,"쌍사당의 숙련된 병사: 1단계","쌍사당의 총사령부 임무 총 10회 완료",5,0,0,62952,3,1,142,10,0,0,0,0,0,0,0,0,1
547,50,"쌍사당의 숙련된 병사: 2단계","쌍사당의 총사령부 임무 총 100회 완료",5,0,0,62952,3,1,142,100,0,0,0,0,0,0,0,0,1
548,50,"쌍사당의 숙련된 병사: 3단계","쌍사당의 총사령부 임무 총 200회 완료",10,93,0,62952,3,1,142,200,0,0,0,0,0,0,0,0,1
549,50,"철목 훈장","쌍사당의 총사령부 임무 총 500회 완료",20,0,6117,62952,3,1,142,500,0,0,0,0,0,0,0,0,1
550,51,"불멸대의 숙련된 병사: 1단계","불멸대의 총사령부 임무 총 10회 완료",5,0,0,62953,3,1,143,10,0,0,0,0,0,0,0,0,1
551,51,"불멸대의 숙련된 병사: 2단계","불멸대의 총사령부 임무 총 100회 완료",5,0,0,62953,3,1,143,100,0,0,0,0,0,0,0,0,1
552,51,"불멸대의 숙련된 병사: 3단계","불멸대의 총사령부 임무 총 200회 완료",10,94,0,62953,3,1,143,200,0,0,0,0,0,0,0,0,1
553,51,"백은천칭 훈장","불멸대의 총사령부 임무 총 500회 완료",20,0,6118,62953,3,1,143,500,0,0,0,0,0,0,0,0,1
554,49,"흑와단의 수송병: 1단계","흑와단의 군수품 조달 총 10회 실행",5,0,0,62951,3,1,144,10,0,0,0,0,0,0,0,0,1
555,49,"흑와단의 수송병: 2단계","흑와단의 군수품 조달 총 50회 실행",5,0,0,62951,3,1,144,50,0,0,0,0,0,0,0,0,1
556,49,"흑와단의 수송병: 3단계","흑와단의 군수품 조달 총 200회 실행",10,95,0,62951,3,1,144,200,0,0,0,0,0,0,0,0,1
557,49,"검은노 훈장","흑와단의 군수품 조달 총 500회 실행",20,0,4274,62951,3,1,144,500,0,0,0,0,0,0,0,0,1
558,50,"쌍사당의 수송병: 1단계","쌍사당의 군수품 조달 총 10회 실행",5,0,0,62952,3,1,145,10,0,0,0,0,0,0,0,0,1
559,50,"쌍사당의 수송병: 2단계","쌍사당의 군수품 조달 총 50회 실행",5,0,0,62952,3,1,145,50,0,0,0,0,0,0,0,0,1
560,50,"쌍사당의 수송병: 3단계","쌍사당의 군수품 조달 총 200회 실행",10,96,0,62952,3,1,145,200,0,0,0,0,0,0,0,0,1
561,50,"플라타너스 훈장","쌍사당의 군수품 조달 총 500회 실행",20,0,4276,62952,3,1,145,500,0,0,0,0,0,0,0,0,1
562,51,"불멸대의 수송병: 1단계","불멸대의 군수품 조달 총 10회 실행",5,0,0,62953,3,1,146,10,0,0,0,0,0,0,0,0,1
563,51,"불멸대의 수송병: 2단계","불멸대의 군수품 조달 총 50회 실행",5,0,0,62953,3,1,146,50,0,0,0,0,0,0,0,0,1
564,51,"불멸대의 수송병: 3단계","불멸대의 군수품 조달 총 200회 실행",10,97,0,62953,3,1,146,200,0,0,0,0,0,0,0,0,1
565,51,"황동천칭 훈장","불멸대의 군수품 조달 총 500회 실행",20,0,4275,62953,3,1,146,500,0,0,0,0,0,0,0,0,1
566,49,"흑와단의 보급병: 1단계","흑와단의 보급품 조달 총 10회 실행",5,0,0,62951,3,1,147,10,0,0,0,0,0,0,0,0,1
567,49,"흑와단의 보급병: 2단계","흑와단의 보급품 조달 총 30회 실행",5,0,0,62951,3,1,147,30,0,0,0,0,0,0,0,0,1
568,49,"흑와단의 보급병: 3단계","흑와단의 보급품 조달 총 100회 실행",10,98,0,62951,3,1,147,100,0,0,0,0,0,0,0,0,1
569,49,"비취돛 훈장","흑와단의 보급품 조달 총 200회 실행",20,0,4517,62951,3,1,147,200,0,0,0,0,0,0,0,0,1
570,50,"쌍사당의 보급병: 1단계","쌍사당의 보급품 조달 총 10회 실행",5,0,0,62952,3,1,148,10,0,0,0,0,0,0,0,0,1
571,50,"쌍사당의 보급병: 2단계","쌍사당의 보급품 조달 총 30회 실행",5,0,0,62952,3,1,148,30,0,0,0,0,0,0,0,0,1
572,50,"쌍사당의 보급병: 3단계","쌍사당의 보급품 조달 총 100회 실행",10,99,0,62952,3,1,148,100,0,0,0,0,0,0,0,0,1
573,50,"버드나무 훈장","쌍사당의 보급품 조달 총 200회 실행",20,0,4519,62952,3,1,148,200,0,0,0,0,0,0,0,0,1
574,51,"불멸대의 보급병: 1단계","불멸대의 보급품 조달 총 10회 실행",5,0,0,62953,3,1,149,10,0,0,0,0,0,0,0,0,1
575,51,"불멸대의 보급병: 2단계","불멸대의 보급품 조달 총 30회 실행",5,0,0,62953,3,1,149,30,0,0,0,0,0,0,0,0,1
576,51,"불멸대의 보급병: 3단계","불멸대의 보급품 조달 총 100회 실행",10,100,0,62953,3,1,149,100,0,0,0,0,0,0,0,0,1
577,51,"청동천칭 훈장","불멸대의 보급품 조달 총 200회 실행",20,0,4518,62953,3,1,149,200,0,0,0,0,0,0,0,0,1
578,59,"견실한 호위대원: 레벨 20","20레벨대 짐마차 호위를 12분 이내에 완료",5,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
579,59,"바람 같은 호위대원: 레벨 20","20레벨대 짐마차 호위를 10분 이내에 완료",5,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
580,59,"질풍노도의 호위대원: 레벨 20","20레벨대 짐마차 호위를 8분 이내에 완료",10,101,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
581,59,"견실한 호위대원: 레벨 40","40레벨대 짐마차 호위를 12분 이내에 완료",5,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
582,59,"바람 같은 호위대원: 레벨 40","40레벨대 짐마차 호위를 10분 이내에 완료",5,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
583,59,"질풍노도의 호위대원: 레벨 40","40레벨대 짐마차 호위를 8분 이내에 완료",10,103,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,1
584,59,"대량 수송: 1단계","짐마차 호위에서 화물 총 100개 운반",5,0,0,9011,0,5,100,150,151,152,0,0,0,0,0,0,1
585,59,"대량 수송: 2단계","짐마차 호위에서 화물 총 500개 운반",5,0,0,9011,0,5,500,150,151,152,0,0,0,0,0,0,1
586,59,"대량 수송: 3단계","짐마차 호위에서 화물 총 1,000개 운반",5,0,0,9011,0,5,1000,150,151,152,0,0,0,0,0,0,1
587,59,"대량 수송: 4단계","짐마차 호위에서 화물 총 5,000개 운반",10,102,0,9011,0,5,5000,150,151,152,0,0,0,0,0,0,1
588,59,"물류의 대동맥","짐마차 호위에서 화물 총 10,000개 운반",20,0,0,9011,0,5,10000,150,151,152,0,0,0,0,0,0,1
589,48,"옷깃을 여미고: 병졸","자기가 소속된 조직의 병사용 모자, 병사용 외투, 병사용 장갑, 병사용 장화를 모두 입수<br>※ 장비를 모두 착용한 상태로 그리다니아 구시가에 있는 '조나서스'에게 말을 걸어야 합니다.",5,0,0,151,4,1,235,0,0,0,0,0,0,0,0,0,1
590,48,"사랑스러운 내 초코보","초코보 호루라기 입수",5,0,0,9001,4,9,66236,66237,66238,0,0,0,0,0,0,0,1
591,48,"귀여운 내 초코보","총사령부 중 한 곳에서 초코보 장비 3종류 입수",5,104,0,9014,4,1,236,0,0,0,0,0,0,0,0,0,1
592,13,"비술사: 레벨 10","비술사 레벨 10 달성",5,0,0,33401,1,3,26,10,0,0,0,0,0,0,0,41,1
593,13,"비술사: 레벨 20","비술사 레벨 20 달성",5,0,0,33401,1,3,26,20,0,0,0,0,0,0,0,42,1
594,13,"비술사: 레벨 30","비술사 레벨 30 달성",5,0,0,33401,1,3,26,30,0,0,0,0,0,0,0,43,1
595,13,"비술사: 레벨 40","비술사 레벨 40 달성",5,0,0,33401,1,3,26,40,0,0,0,0,0,0,0,44,1
596,13,"비술사: 레벨 50","비술사 레벨 50 달성",5,0,0,33401,1,3,26,50,0,0,0,0,0,0,0,45,1
597,19,"고대의 무기: 위유베르","퀘스트 '되살아나는 고대의 무기'를 완료하고 위유베르 입수",10,106,0,33457,2,6,66662,0,0,0,0,0,0,0,0,12,1
598,19,"고대의 무기: 자나디서","퀘스트 '되살아나는 고대의 무기'를 완료하고 자나디서 입수",10,107,0,33458,2,6,66663,0,0,0,0,0,0,0,0,13,1
599,35,"바른 길을 걷는 소환사","퀘스트 '그릇된 길과 올바른 길' 완료",5,0,0,26010,2,6,66632,0,0,0,0,0,0,0,0,481,1
600,35,"차세대 군학자","퀘스트 '새로운 시대의 학자' 완료",5,0,0,26011,2,6,66638,0,0,0,0,0,0,0,0,501,1
601,36,"의뢰 전문 채집가: 1단계","채집업 의뢰 총 10회 완료",5,0,0,1514,1,1,179,10,0,0,0,0,0,0,0,41,1
602,36,"의뢰 전문 채집가: 2단계","채집업 의뢰 총 20회 완료",5,0,0,1514,1,1,179,20,0,0,0,0,0,0,0,42,1
603,36,"의뢰 전문 채집가: 3단계","채집업 의뢰 총 50회 완료",5,0,0,1514,1,1,179,50,0,0,0,0,0,0,0,43,1
604,36,"의뢰 전문 채집가: 4단계","채집업 의뢰 총 100회 완료",5,0,0,1514,1,1,179,100,0,0,0,0,0,0,0,44,1
605,36,"의뢰 전문 채집가: 5단계","채집업 의뢰 총 200회 완료",5,0,0,1514,1,1,179,200,0,0,0,0,0,0,0,45,1
606,36,"의뢰 전문 채집가: 6단계","채집업 의뢰 총 500회 완료",10,108,0,1514,1,1,179,500,0,0,0,0,0,0,0,46,1
607,36,"자랑스러운 수확자","채집업 의뢰 총 1,000회 완료",20,0,0,1519,1,1,179,1000,0,0,0,0,0,0,0,47,1
608,36,"용병업: 1단계","용병업 의뢰 10종류 완료",5,0,0,30408,1,1,180,10,0,0,0,0,0,0,0,61,1
609,36,"용병업: 2단계","용병업 의뢰 50종류 완료",5,0,0,30408,1,1,180,50,0,0,0,0,0,0,0,62,1
610,36,"용병업: 3단계","용병업 의뢰 100종류 완료",10,0,0,30408,1,1,180,100,0,0,0,0,0,0,0,63,1
611,36,"제작업: 목수 1단계","목수로 제작업 의뢰 5종류 완료",5,0,0,35001,1,1,181,5,0,0,0,0,0,0,0,81,1
612,36,"제작업: 목수 2단계","목수로 제작업 의뢰 20종류 완료",5,0,0,35001,1,1,181,20,0,0,0,0,0,0,0,82,1
613,36,"제작업: 목수 3단계","목수로 제작업 의뢰 40종류 완료",10,0,0,35001,1,1,181,40,0,0,0,0,0,0,0,83,1
614,36,"제작업: 대장장이 1단계","대장장이로 제작업 의뢰 5종류 완료",5,0,0,35106,1,1,182,5,0,0,0,0,0,0,0,101,1
615,36,"제작업: 대장장이 2단계","대장장이로 제작업 의뢰 20종류 완료",5,0,0,35106,1,1,182,20,0,0,0,0,0,0,0,102,1
616,36,"제작업: 대장장이 3단계","대장장이로 제작업 의뢰 40종류 완료",10,0,0,35106,1,1,182,40,0,0,0,0,0,0,0,103,1
617,36,"제작업: 갑주제작사 1단계","갑주제작사로 제작업 의뢰 5종류 완료",5,0,0,35203,1,1,183,5,0,0,0,0,0,0,0,121,1
618,36,"제작업: 갑주제작사 2단계","갑주제작사로 제작업 의뢰 20종류 완료",5,0,0,35203,1,1,183,20,0,0,0,0,0,0,0,122,1
619,36,"제작업: 갑주제작사 3단계","갑주제작사로 제작업 의뢰 40종류 완료",10,0,0,35203,1,1,183,40,0,0,0,0,0,0,0,123,1
620,36,"제작업: 보석공예가 1단계","보석공예가로 제작업 의뢰 5종류 완료",5,0,0,35301,1,1,184,5,0,0,0,0,0,0,0,141,1
621,36,"제작업: 보석공예가 2단계","보석공예가로 제작업 의뢰 20종류 완료",5,0,0,35301,1,1,184,20,0,0,0,0,0,0,0,142,1
622,36,"제작업: 보석공예가 3단계","보석공예가로 제작업 의뢰 40종류 완료",10,0,0,35301,1,1,184,40,0,0,0,0,0,0,0,143,1
623,36,"제작업: 가죽공예가 1단계","가죽공예가로 제작업 의뢰 5종류 완료",5,0,0,35404,1,1,185,5,0,0,0,0,0,0,0,161,1
624,36,"제작업: 가죽공예가 2단계","가죽공예가로 제작업 의뢰 20종류 완료",5,0,0,35404,1,1,185,20,0,0,0,0,0,0,0,162,1
625,36,"제작업: 가죽공예가 3단계","가죽공예가로 제작업 의뢰 40종류 완료",10,0,0,35404,1,1,185,40,0,0,0,0,0,0,0,163,1
626,36,"제작업: 재봉사 1단계","재봉사로 제작업 의뢰 5종류 완료",5,0,0,35501,1,1,186,5,0,0,0,0,0,0,0,181,1
627,36,"제작업: 재봉사 2단계","재봉사로 제작업 의뢰 20종류 완료",5,0,0,35501,1,1,186,20,0,0,0,0,0,0,0,182,1
628,36,"제작업: 재봉사 3단계","재봉사로 제작업 의뢰 40종류 완료",10,0,0,35501,1,1,186,40,0,0,0,0,0,0,0,183,1
629,36,"제작업: 연금술사 1단계","연금술사로 제작업 의뢰 5종류 완료",5,0,0,35604,1,1,187,5,0,0,0,0,0,0,0,201,1
630,36,"제작업: 연금술사 2단계","연금술사로 제작업 의뢰 20종류 완료",5,0,0,35604,1,1,187,20,0,0,0,0,0,0,0,202,1
631,36,"제작업: 연금술사 3단계","연금술사로 제작업 의뢰 40종류 완료",10,0,0,35604,1,1,187,40,0,0,0,0,0,0,0,203,1
632,36,"제작업: 요리사 1단계","요리사로 제작업 의뢰 5종류 완료",5,0,0,35704,1,1,188,5,0,0,0,0,0,0,0,221,1
633,36,"제작업: 요리사 2단계","요리사로 제작업 의뢰 20종류 완료",5,0,0,35704,1,1,188,20,0,0,0,0,0,0,0,222,1
634,36,"제작업: 요리사 3단계","요리사로 제작업 의뢰 40종류 완료",10,0,0,35704,1,1,188,40,0,0,0,0,0,0,0,223,1
635,36,"채집업: 광부 1단계","광부로 채집업 의뢰 5종류 완료",5,0,0,38003,1,1,189,5,0,0,0,0,0,0,0,241,1
636,36,"채집업: 광부 2단계","광부로 채집업 의뢰 20종류 완료",5,0,0,38003,1,1,189,20,0,0,0,0,0,0,0,242,1
637,36,"채집업: 광부 3단계","광부로 채집업 의뢰 40종류 완료",10,0,0,38003,1,1,189,40,0,0,0,0,0,0,0,243,1
638,36,"채집업: 원예가 1단계","원예가로 채집업 의뢰 5종류 완료",5,0,0,38103,1,1,190,5,0,0,0,0,0,0,0,261,1
639,36,"채집업: 원예가 2단계","원예가로 채집업 의뢰 20종류 완료",5,0,0,38103,1,1,190,20,0,0,0,0,0,0,0,262,1
640,36,"채집업: 원예가 3단계","원예가로 채집업 의뢰 40종류 완료",10,0,0,38103,1,1,190,40,0,0,0,0,0,0,0,263,1
641,36,"채집업: 어부 1단계","어부로 채집업 의뢰 5종류 완료",5,0,0,38203,1,1,191,5,0,0,0,0,0,0,0,281,1
642,36,"채집업: 어부 2단계","어부로 채집업 의뢰 20종류 완료",5,0,0,38203,1,1,191,20,0,0,0,0,0,0,0,282,1
643,36,"채집업: 어부 3단계","어부로 채집업 의뢰 40종류 완료",10,0,0,38203,1,1,191,40,0,0,0,0,0,0,0,283,1
644,35,"길드 작전: 1단계","길드 작전 3종류 완료",5,0,0,158,1,1,218,3,0,0,0,0,0,0,0,8,1
645,35,"길드 작전: 2단계","길드 작전 7종류 완료",5,0,0,158,1,1,218,7,0,0,0,0,0,0,0,9,1
646,35,"길드 작전: 3단계","길드 작전 14종류 완료",10,0,0,161,1,1,218,14,0,0,0,0,0,0,0,10,1
647,39,"중부 라노시아 탐험가","중부 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,15,0,0,0,0,0,0,0,0,1,1
648,39,"저지 라노시아 탐험가","저지 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,16,0,0,0,0,0,0,0,0,2,1
649,39,"동부 라노시아 탐험가","동부 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,17,0,0,0,0,0,0,0,0,3,1
650,39,"서부 라노시아 탐험가","서부 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,18,0,0,0,0,0,0,0,0,4,1
651,39,"고지 라노시아 탐험가","고지 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,19,0,0,0,0,0,0,0,0,5,1
652,41,"서부 다날란 탐험가","서부 다날란에 도착하여 지역 발견",10,0,0,1001,1,8,20,0,0,0,0,0,0,0,0,0,1
653,41,"중부 다날란 탐험가","중부 다날란에 도착하여 지역 발견",10,0,0,1001,1,8,21,0,0,0,0,0,0,0,0,0,1
654,41,"동부 다날란 탐험가","동부 다날란에 도착하여 지역 발견",10,0,0,1001,1,8,22,0,0,0,0,0,0,0,0,0,1
655,41,"남부 다날란 탐험가","남부 다날란에 도착하여 지역 발견",10,0,0,1001,1,8,23,0,0,0,0,0,0,0,0,0,1
656,41,"북부 다날란 탐험가","북부 다날란에 도착하여 지역 발견",10,0,0,1001,1,8,24,0,0,0,0,0,0,0,0,0,1
657,40,"검은장막 숲 중부삼림 탐험가","검은장막 숲 중부삼림에 도착하여 지역 발견",10,0,0,1001,1,8,4,0,0,0,0,0,0,0,0,1,1
658,40,"검은장막 숲 동부삼림 탐험가","검은장막 숲 동부삼림에 도착하여 지역 발견",10,0,0,1001,1,8,5,0,0,0,0,0,0,0,0,2,1
659,40,"검은장막 숲 남부삼림 탐험가","검은장막 숲 남부삼림에 도착하여 지역 발견",10,0,0,1001,1,8,6,0,0,0,0,0,0,0,0,3,1
660,40,"검은장막 숲 북부삼림 탐험가","검은장막 숲 북부삼림에 도착하여 지역 발견",10,0,0,1001,1,8,7,0,0,0,0,0,0,0,0,4,1
661,42,"커르다스 중앙고지 탐험가","커르다스 중앙고지에 도착하여 지역 발견",10,0,0,1001,1,8,53,0,0,0,0,0,0,0,0,0,1
662,43,"모르도나 탐험가","모르도나에 도착하여 지역 발견",10,0,0,1001,1,8,25,0,0,0,0,0,0,0,0,0,1
663,39,"사스타샤 침식 동굴 탐험가","사스타샤 침식 동굴을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,31,0,0,0,0,0,0,0,0,7,1
664,39,"브레이플록스의 야영지 탐험가","브레이플록스의 야영지를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,45,0,0,0,0,0,0,0,0,8,1
665,39,"방랑자의 궁전 탐험가","방랑자의 궁전을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,32,0,0,0,0,0,0,0,0,9,1
666,41,"구리종 광산 탐험가","구리종 광산을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,34,0,0,0,0,0,0,0,0,0,1
667,41,"할라탈리 수련장 탐험가","할라탈리 수련장을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,46,0,0,0,0,0,0,0,0,0,1
668,41,"카른의 무너진 사원 탐험가","카른의 무너진 사원을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,42,0,0,0,0,0,0,0,0,0,1
669,40,"탐타라 묘소 탐험가","탐타라 묘소를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,8,0,0,0,0,0,0,0,0,5,1
670,40,"하우케타 별궁 탐험가","하우케타 별궁을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,48,0,0,0,0,0,0,0,0,7,1
671,40,"옛 암다포르 성 탐험가","옛 암다포르 성을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,49,0,0,0,0,0,0,0,0,8,1
672,42,"돌방패 경계초소 탐험가","돌방패 경계초소를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,37,0,0,0,0,0,0,0,0,0,1
673,40,"토토라크 감옥 탐험가","토토라크 감옥을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,9,0,0,0,0,0,0,0,0,6,1
674,41,"나무꾼의 비명 탐험가","나무꾼의 비명을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,52,0,0,0,0,0,0,0,0,0,1
675,42,"제멜 요새 탐험가","제멜 요새를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,50,0,0,0,0,0,0,0,0,0,1
676,42,"금빛 골짜기 탐험가","금빛 골짜기를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,38,0,0,0,0,0,0,0,0,0,1
677,39,"외지 라노시아 탐험가","외지 라노시아에 도착하여 지역 발견",10,0,0,1001,1,8,30,0,0,0,0,0,0,0,0,6,1
678,41,"카스트룸 메리디아눔 탐험가","카스트룸 메리디아눔을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,47,0,0,0,0,0,0,0,0,0,1
679,41,"마도성 프라이토리움 탐험가","마도성 프라이토리움을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,56,0,0,0,0,0,0,0,0,0,1
680,39,"최초의 대미궁에 도전한 자: 1단계","대미궁 바하무트: 해후편에 도전하여 제1단계의 모든 지역 발견",10,0,0,1001,1,8,57,0,0,0,0,0,0,0,0,12,1
681,39,"최초의 대미궁에 도전한 자: 2단계","대미궁 바하무트: 해후편에 도전하여 제2단계의 모든 지역 발견",10,0,0,1001,1,8,58,0,0,0,0,0,0,0,0,13,1
682,39,"최초의 대미궁에 도전한 자: 3단계","대미궁 바하무트: 해후편에 도전하여 제3단계의 모든 지역 발견",10,0,0,1001,1,8,62,0,0,0,0,0,0,0,0,14,1
683,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
684,39,"최초의 대미궁에 도전한 자: 5단계","대미궁 바하무트: 해후편에 도전하여 제5단계의 모든 지역 발견",10,0,0,1001,1,8,60,0,0,0,0,0,0,0,0,15,1
685,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
686,49,"흑와단 총사령부 의뢰: 1단계","흑와단 총사령부 의뢰 5종류 완료",5,0,0,62951,1,1,238,5,0,0,0,0,0,0,0,0,1
687,49,"흑와단 총사령부 의뢰: 2단계","흑와단 총사령부 의뢰 10종류 완료",5,0,0,62951,1,1,238,10,0,0,0,0,0,0,0,0,1
688,49,"흑와단 총사령부 의뢰: 3단계","흑와단 총사령부 의뢰 15종류 완료",10,0,0,62951,1,1,238,15,0,0,0,0,0,0,0,0,1
689,50,"쌍사당 총사령부 의뢰: 1단계","쌍사당 총사령부 의뢰 5종류 완료",5,0,0,62952,1,1,239,5,0,0,0,0,0,0,0,0,1
690,50,"쌍사당 총사령부 의뢰: 2단계","쌍사당 총사령부 의뢰 10종류 완료",5,0,0,62952,1,1,239,10,0,0,0,0,0,0,0,0,1
691,50,"쌍사당 총사령부 의뢰: 3단계","쌍사당 총사령부 의뢰 15종류 완료",10,0,0,62952,1,1,239,15,0,0,0,0,0,0,0,0,1
692,51,"불멸대 총사령부 의뢰: 1단계","불멸대 총사령부 의뢰 5종류 완료",5,0,0,62953,1,1,240,5,0,0,0,0,0,0,0,0,1
693,51,"불멸대 총사령부 의뢰: 2단계","불멸대 총사령부 의뢰 10종류 완료",5,0,0,62953,1,1,240,10,0,0,0,0,0,0,0,0,1
694,51,"불멸대 총사령부 의뢰: 3단계","불멸대 총사령부 의뢰 15종류 완료",10,0,0,62953,1,1,240,15,0,0,0,0,0,0,0,0,1
695,24,"수첩을 애용하는 목수: 1단계","목수로 아이템을 30종류 제작하여 제작수첩에 기록 남기기",5,0,0,1524,1,1,192,30,0,0,0,0,0,0,0,21,1
