Index,0 [0x7][0x4],1 [0x5][0x70],2 [0x3][0x72],3 [0x6][0xc],4 [0x7][0x8],5 [0x0][0x0],6 [0x6][0x10],7 [0x6][0x14],8 [0x6][0x18],9 [0x6][0x1c],10 [0x6][0x20],11 [0x6][0x24],12 [0x6][0x28],13 [0x6][0x2c],14 [0x6][0x30],15 [0x6][0x34],16 [0x6][0x38],17 [0x6][0x3c],18 [0x6][0x40],19 [0x6][0x44],20 [0x6][0x48],21 [0x6][0x4c],22 [0x6][0x50],23 [0x6][0x54],24 [0x6][0x58],25 [0x6][0x5c],26 [0x6][0x60],27 [0x6][0x64],28 [0x6][0x68],29 [0x6][0x6c]
920,2116,60,0,61419,0,"궁극의 무신 라바나",1017,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,2281,60,0,61419,0,"궁극의 마신 세피로트",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,2333,60,0,61419,0,"궁극의 여신 소피아",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,2395,60,0,61419,0,"궁극의 귀신 주르반",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,2204,60,0,61419,0,"하늘도적들",1082,1097,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,2205,60,0,61419,0,"보이드의 방주",1074,1075,1084,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,2285,60,0,61419,0,"금기도시 마하",1202,1203,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,2286,60,0,61419,0,"이 하늘의 평화",1205,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,2373,60,0,61419,0,"둔 스카, 그림자의 나라",1357,1358,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,2374,60,0,61419,0,"또 하나 모험이 끝나고",1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,1480,60,0,61921,0,"태고의 고동",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,2928,70,0,61419,0,"오메가의 소식",1573,1574,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,2929,70,0,61419,0,"허상의 정체",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,2930,70,0,61419,0,"감옥에서 노려보는 자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2931,70,0,61419,0,"울부짖어라!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,2932,70,0,61419,0,"원래 형태로",1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,2933,70,0,61419,0,"현상 규명",1577,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,3003,70,0,61419,0,"쫓기는 유랑 극단",1637,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,3004,70,0,61419,0,"왕도 라바나스터",1662,1639,1640,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,2973,60,0,61419,16," 보물고 인연담",1653,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,2974,60,0,61419,16," 나마즈오 방울 인연담",1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,2975,60,0,61419,16," 사일궁 인연담",1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,2976,60,0,61419,16," 코카지야 인연담",1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,2977,60,0,61419,16," 보물찾기단 인연담",1654,1655,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,2978,60,0,61419,16," 츠쿠모 신 인연담",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2979,60,0,61413,17," 고약한 보복",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,2980,60,0,61413,17," 아름다운 선물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,2981,60,0,61413,17," 인연을 맺는 의식",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,2982,60,0,61413,17," 치유의 유영",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,2983,60,0,61413,17," 오늘 저녁은 가사메탕",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,2984,60,0,61413,17," 인연을 유지하는 비결",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,2985,60,0,61413,17," 길 잃은 푸른등",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,2986,60,0,61413,17," 메기야, 먹어",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,2987,60,0,61413,17," 푸른등 영감님",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,2988,60,0,61413,17," 바다의 금덩어리",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,2989,60,0,61413,17," 조개잡이를 방해하는 열기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,2990,60,0,61413,17," 빨아들여라, 줄가오리",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,2991,60,0,61413,17," 닿아라, 사랑의 물거품",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,2992,60,0,61413,17," 기기괴괴한 보물상자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,2993,60,0,61413,17," 서로 돕는 인연",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,2994,60,0,61413,17," 달 조각",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2995,60,0,61413,17," 진주색 재료",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,2996,60,0,61413,17," 보물의 기준",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2997,60,0,61413,17," 조개 속에 잠든 보물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,2998,60,0,61413,17," 아로새겨지는 인연",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,2999,60,0,61413,17," 제국의 잔재",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,3000,60,0,61413,17," 싱싱한 선물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,3001,60,0,61413,17," 혈기 넘치는 푸른등",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,3002,60,0,61413,17," 싸움의 중재자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,1217,43,0,61419,18,"황야에서 벌어진 소동",425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1218,43,0,61419,18,"잿빛으로 물들이는 자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1219,46,0,61419,18,"고독한 복수",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,1220,48,0,61419,18,"반격의 불씨",426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,1221,48,0,61419,18,"극강에 이르는 길",427,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,1222,43,0,61413,19,"길흉을 점치는 물건을 수집하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1223,43,0,61413,19,"자하라크 진영 척후병을 섬멸하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,1224,43,0,61413,19,"맑고 깨끗한 물약을 수집하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1225,43,0,61413,19,"거대 거북 라코비를 섬멸하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1226,43,0,61413,19,"뻔뻔한 함정을 폭파하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1227,43,0,61413,19,"사악한 화톳불을 꺼뜨려라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1228,43,0,61413,19,"화염 신도들을 정화하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,1229,43,0,61413,19,"붙잡힌 미코테족을 해방하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1230,43,0,61413,19,"빼앗긴 긍지를 되찾아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1231,43,0,61413,19,"성화대를 파괴하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,1232,46,0,61413,19,"사악한 제사 도구를 빼앗아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,1233,46,0,61413,19,"불꽃송곳니회 말단 병사를 섬멸하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,1234,46,0,61413,19,"성화로 벼린 무기를 빼앗아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,1235,46,0,61413,19,"화염신의 성화를 꺼뜨려라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,1236,46,0,61413,19,"무지몽매한 자를 내쫓아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,1237,46,0,61413,19,"전투도마뱀 먹이를 수집하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1238,46,0,61413,19,"패배자에게 굴욕을 안겨라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,1239,46,0,61413,19,"붙잡힌 민초를 해방하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,1240,46,0,61413,19,"빼앗긴 크리스탈을 되찾아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,1241,46,0,61413,19,"불타오르는 성화대를 파괴하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,1242,48,0,61413,19,"불꽃송곳니회 정예병을 섬멸하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,1243,48,0,61413,19,"고위 기도사를 제거하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,1244,48,0,61413,19,"화염신의 힘이 깃든 무기를 빼앗아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,1245,48,0,61413,19,"불꽃송곳니 목걸이를 빼앗아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1246,48,0,61413,19,"자하라크 무기 창고를 폭파하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,1247,48,0,61413,19,"화염신 동상을 파괴하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1248,48,0,61413,19,"적을 모욕하고 아군의 사기를 고취하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1249,48,0,61413,19,"남겨진 포로를 해방하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1250,48,0,61413,19,"나약한 신병에게 굴욕을 안겨라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1251,48,0,61413,19,"화염신 이프리트의 성화대를 파괴하라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1252,42,0,61419,20,"임시 주거지를 찾아서",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1253,42,0,61419,20,"어느 박물학자의 고뇌",429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1254,45,0,61419,20,"'아가님' 탈환 계획",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,1255,48,0,61419,20,"말썽쟁이 실프의 앙갚음",430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1256,48,0,61419,20,"기적을 목격한 자",431,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1257,42,0,61413,21,"아주 멋진 선물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1258,42,0,61413,21,"지독한 장난",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,1259,42,0,61413,21,"소중한 호박",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,1260,42,0,61413,21,"무시무시한 큰입꽃",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1261,42,0,61413,21,"믿음직한 친구",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1262,42,0,61413,21,"이상한 주술",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1263,42,0,61413,21,"제국을 내쫓아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1264,42,0,61413,21,"비밀 병기를 부숴라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1265,42,0,61413,21,"수상한 녀석들",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1266,42,0,61413,21,"종달새의 지저귐 숲을 지켜라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,1267,45,0,61413,21,"숲 속의 감시자를 물리쳐라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,1268,45,0,61413,21,"꿈꾸는 맛의 비결",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,1269,45,0,61413,21,"독버섯에 찬물을",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1270,45,0,61413,21,"젖뿌리는 적당히",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,1271,45,0,61413,21,"비장의 무기는 재채기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1272,45,0,61413,21,"천둥이 치면 버섯이 잘 자란다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,1273,45,0,61413,21,"달빛홀씨에 맺힌 이슬",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1274,45,0,61413,21,"보물상자를 조심해",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1275,45,0,61413,21,"위험한 호박",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,1276,45,0,61413,21,"강적! 독버섯",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,1277,48,0,61413,21,"신선한 젖뿌리",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1278,48,0,61413,21,"달콤하고 끈적한 덫",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1279,48,0,61413,21,"가여운 파수꾼",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1280,48,0,61413,21,"엉뚱한 소문과 나쁜 음모",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1281,48,0,61413,21,"젖뿌리 분무기를 부서줘",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,1282,48,0,61413,21,"깨끗한 숲을 되찾아라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,1283,48,0,61413,21,"소중한 요람",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1284,48,0,61413,21,"숲의 폭군",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1285,48,0,61413,21,"나쁜 음모를 웃어넘겨라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,1286,48,0,61413,21,"흉악한 독버섯",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,1320,41,0,61419,22,"인조 초석 강탈범을 쫓아라",516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1321,41,0,61419,22,"채굴지의 지겨운 녀석들",517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,1322,44,0,61419,22,"조 가의 야망을 꺾어라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1323,48,0,61419,22,"광산에 피는 꽃",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,1324,48,0,61419,22,"고철덩어리의 노래",518,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1325,41,0,61413,23,"배가 고파도 일은 안 한다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,1326,41,0,61413,23,"일하지 않는 자, 먹기는 해라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1327,41,0,61413,23,"폭탄광은 화가 났어",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,1328,41,0,61413,23,"발목은 잡아야 제맛",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,1329,41,0,61413,23,"무심코 이글이글 태워버렸다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1332,41,0,61413,23,"모로 가도 뺏기만 하면 그만",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1333,41,0,61413,23,"우리 폭탄 못 보셨나요?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1330,41,0,61413,23,"진격의 봄",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,1331,41,0,61413,23,"파편은 폭발시키면 나온다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,1334,41,0,61413,23,"안 되겠다 싶으면 날려버려라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1335,44,0,61413,23,"임시방편 딱총알",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1337,44,0,61413,23,"일하지 않겠다는 다짐의 불꽃",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1338,44,0,61413,23,"화풀이에 열받다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1340,44,0,61413,23,"이상한 바위에는 폭탄을",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,1341,44,0,61413,23,"불타는 봄은 불구덩이로 뛰어들고",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1342,44,0,61413,23,"잠입! 연금술 공방",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1343,44,0,61413,23,"인간이 없는 굴에 코볼드가 왕",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1336,44,0,61413,23,"괴롭혀라! 제59땅굴단",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1339,44,0,61413,23,"폭주하는 신형 연금솥",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1344,44,0,61413,23,"위험한 배달물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1365,48,0,61413,23,"모두의 것은 이 몸의 것",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,1367,48,0,61413,23,"봄이 좋아하는 것",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,1371,48,0,61413,23,"폭탄광이 갖고 싶은 것",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1366,48,0,61413,23,"작렬! 도브란",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1368,48,0,61413,23,"배양 화로여 잘 있거라",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1369,48,0,61413,23,"황금의 만찬",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1370,48,0,61413,23,"최신형에는 신무기로",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1364,48,0,61413,23,"괴롭힌다! 제59땅굴단",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,1372,48,0,61413,23,"무너뜨려라! 제59땅굴단",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,1373,48,0,61413,23,"밑바닥 인생의 분노",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1374,44,0,61419,24,"심해에서 올라온 것",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1375,44,0,61419,24,"지상낙원의 혈족",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1376,46,0,61419,24,"바다 마물의 이름은 파도소리에 실려",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,1377,48,0,61419,24,"아버지는 해신에게 맹세하니",521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1378,48,0,61419,24,"증오의 파도를 넘어서",522,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,1380,44,0,61413,25,"깃발은 불타고",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1382,44,0,61413,25,"바다에서 나는 묘약",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,1385,44,0,61413,25,"외딴 섬의 조개잡이",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,1381,44,0,61413,25,"방파벽 공방전",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1384,44,0,61413,25,"달그림자 섬에 사는 것",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1387,44,0,61413,25,"상선이 남기고 간 선물",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,1388,44,0,61413,25,"산호 작살이 꾸민 음모",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,1379,44,0,61413,25,"마물 상어 전투대장",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1383,44,0,61413,25,"물가의 구출 작전",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,1386,44,0,61413,25,"파도를 찢는 발톱",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1390,46,0,61413,25,"창망의 주술사",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,1391,46,0,61413,25,"바닷가에 사는 짐승",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,1395,46,0,61413,25,"편안한 요람을 위하여",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1392,46,0,61413,25,"비틀린 항로",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,1393,46,0,61413,25,"마물 조개의 위협",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,1394,46,0,61413,25,"약탈당한 창과 방패",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1398,46,0,61413,25,"달그림자 섬의 투쟁",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,1396,46,0,61413,25,"마물 고래 전투대장",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
